comment_v1,comment_v2,type,sentiment
দাদা ভিডিও আসতে এতো দেরি করিস কেন সবার তো আর এনজয়মেন্টের জন্য বউ নেই কারো কারো তোর ভিডিও দেখে এনজয়মেন্ট খুজতে হয়,দাদা ভিডি আস এত দেরি কর এনজয়মেন্ট বউ তোর ভিডি এনজয়মেন্ট খুজ,0,0
exam dewa ta uchit na emnii class e uthe jaowithout exam,exam dewa ta uchit na emnii class e uth jaowithout exam,0,0
যারা বলছেন মানুষ ১৭১৮ তে মরে যায় তাদের বলছি জীবনে ছেঁকা খাওয়াকে মরে যাওয়া মনে করো না মানুষ তখনই মরে যখন পুরো পরিবারের ভাড় নিজের উপর পড়ে,বলছ তে মরে যায় বল জীবনে ছেঁকা খাওয়াকে মরে করো না তখন মরে পুরো পরিবার ভাড় পড়ে,2,0
really tremendous and realistic,realli tremend realist,2,2
allah amader shobaike roja rakhar toufic dan koruk amin,allah amad shobaik roja rakhar toufic dan koruk amin,0,2
make video in exam,make video exam,1,1
কে কে আমার মত রোজা থাকা অবস্থায় নাটকটা দেখছেন ,রোজা অবস্থায় নাটক দেখছ,4,1
কোথায় আহারে আহারে শৈশব কোথায় আহারে আহারে কৈশোর,কোথায় আহারে আহারে শৈশব কোথায় আহারে আহারে কৈশোর,0,0
dada tomar room ta khub sundor hoache,dada tomar room ta khub sundor hoach,0,2
আজ বড় বেলার বাস্তবতায়চাই শৈশবে যেতে ফিরেসব মধু মাখা স্মৃতি আমারসোনার শৈশবকে ঘিরেকোথায় যেনো খুব প্রকটভাবে আঘাত করছে এ যেনো অবাধ্য কোন আকাঙ্খা যা প্রকাশ করার মতো যথেষ্ট শব্দগুচ্ছ আমার জানা নেই কেনো কেনো কেন বড় হয়ে গেলাম,বড় বেল বাস্তবতায়চা শৈশবে ফিরেসব মধু মাখা স্মৃতি আমারসোনার শৈশব ঘিরেকোথায় যেনো প্রকটভাবে আঘাত যেনো অবাধ্য আকাঙ্খা প্রকাশ শব্দগুচ্ কেনো কেনো বড় গেল,0,0
105 এইটাই সমস্যাবুঝলে বুঝপাতা না বুঝলে তেজপাতা,এইটাই সমস্যাবুঝলে বুঝপাতা না বুঝলে তেজপাতা,2,0
জোসসসসসসসস,জোসসসসসসসস,0,2
আমার বন্ধু আছে,বন্ধু,1,1
prottoy ato jos kn re tuiijati jante chay,prottoy ato jo kn tuiijati jant chay,4,1
кто из 2025 года,кто из года,4,1
if you39re watching this video in 2021then you39re a real fan of ajaira,your watch video then your real fan ajaira,2,2
অভিনেতা টা বিরাট ছিল,অভিনেতা বিরাট,2,2
who39s the best singer,who best singer,4,1
is not 25 it’s 20,it’,1,1
আমার মত যারা বাড়ি ছেড়েছেন তারাই এই গানটার মর্ম বুঝবে,বাড়ি ছেড়েছেন তারা গান মর্ম বুঝবে,0,1
mineralized at trevor situation situation,miner trevor situat situat,0,1
আমি এক জন শহিদ পরিবার,শহিদ পরিব,1,1
balo lage,balo lage,0,1
vai kub moja pailam,vai kub moja pailam,0,0
verry nice,verri nice,2,2
জীবন নিয়ে স্বপ্ন দেখা খুব সহজ কিন্তু স্বপ্নের মতো করে জীবন সাজানো অনেক কঠিন,জীবন স্বপ্ন সহজ স্বপ্ন জীবন সাজানো কঠিন,2,1
hy ry prottoy jany marba nee hy ami to sastop chanal and extraordinary vidio,hy ry prottoy jani marba nee hy ami sastop chanal extraordinari vidio,2,2
শৈশব আহারে কৈশর জিবন টার পিছনে তাকালে মনে হয় কিবাবে চলে গেলো কি বলব বুকটা ফেটে জায় বাবলে,শৈশব আহারে কৈশর জিবন টার তাকালে কিবাবে গেলো বলব বুক ফাট জায় বাবলে,0,0
sala ganjakhor biaddob roja re ki paisosmoja korar jiniskutta,sala ganjakhor biaddob roja ki paisosmoja korar jiniskutta,0,0
শৈশব টা সত্যি খুব মিস করি,শৈশব সত্যি মিস,0,0
nice video কোটিপতি cng,nice video কোটিপতি cng,2,2
ceanji chalok ai boy ta real name ki,ceanji chalok ai boy ta real name ki,4,1
ভাই একটা কিডনি কেউ দে না একটা iphone 11,ভাই এক কিডনি দে না এক iphon,2,0
love you mommy,love mommi,0,2
ঠিক পচিশেই মরে গিয়েছিএখন শুধু শ্বাস নিশ্বাসটা চলছে,পচিশে মরে গিয়েছিএখন শ্বাস নিশ্বাস চল,0,0
সাউন্ডে এতো নয়েজ কেন,সাউন্ডে এত নয়েজ,4,0
আহা শৈশবের স্মৃতি গুলো যেন এক ঝটকায় চোখের সামনে ভেসে উঠলো… অসাধারণ একটা গান,আহা শৈশব স্মৃতি গুলো ঝটকায় চোখ ভাস উঠলো… অসাধারণ এক গান,0,2
abaro dekhlam,abaro dekhlam,0,0
vai tmr ager content gula beshi valo silo akhn e video gula beshi funny korte giya bosty banai feltaso,vai tmr ager content gula beshi valo silo akhn e video gula beshi funni kort giya bosti banai feltaso,2,0
553 wild card entry,wild card entri,1,1
6th june 2025 felt like giving this gem another listen after ed sheeran39s release of sapphire,th june felt like give gem anoth listen ed sheeran releas sapphir,2,2
amar o exam bhalolagena,amar exam bhalolagena,0,0
joy mohun bagan,joy mohun bagan,0,2
me in 2016 nice song 2025 this song is a masterpiece,nice song song masterpiec,2,2
life is always beautiful,life alway beauti,2,2
thanks vai abr jno mone hoi purano kontha aste aste mone porse,thank vai abr jno mone hoi purano kontha ast ast mone pors,0,0
dada ami aste chai ,dada ami ast chai,0,1
goooo,goooo,0,2
ami jante chai kakur bongay thik kon jaygay bari okhane jibone ekbari jabo son of a btch bondhura mile b0mb fele asbo,ami jant chai kakur bongay thik kon jaygay bari okhan jibon ekbari jabo son btch bondhura mile bmb fele asbo,0,0
2025 guys,guy,1,1
jai shree ram,jai shree ram,0,1
ভাই এটা গান নাকলিজা ঠান্ডা করার ঔষধ,ভাই গান নাকলিজা ঠান্ডা ঔষধ,2,0
who is here after sapphire ,sapphir,4,1
আমি চোথাবাজ অনুমান হনুমান ও অভিনেতা এর মধ্যে আছি ,চোথাবাজ অনুমান হনুমান অভিনেতা আছি,0,1
girls and n boys,girl n boy,1,1
গানটা আবার লেখা হোকতবে ২৫ এর জায়গায় ১৮ হোক,গান লেখা হোকতবে জায়গায়,2,1
বছরের শেষ দিনটায় তোমার ভিডিও দেখে খুব হাসলামthank you bong guy,বছর দিনটায় ভিডি হাসলামthank bong guy,0,2
সময়টা অনেক খারাপ যাচ্ছে তবুও নিজেকে শক্ত রাখিআশেপাশের তাকালেই দেখি কিছু মানুষ আমার চেয়েও খারাপ অবস্থায় আছেশুকরিয়া মহান রবের নিকটআল্লাহ একদিন হয়তো দিন ফেরাবেন সেই আশায় বেঁচে থাকা,সময় খারাপ তবু শক্ত রাখিআশেপাশ তাকালে দেখি চায় খারাপ অবস্থায় আছেশুকরিয়া রব নিকটআল্লাহ একদিন ফেরা আশায় বেঁচে,0,1
ভালোবাসা নিও দাদা from bangladesh,ভালোবাসা নিও দাদা bangladesh,0,2
550 best part,best part,2,2
math exam a amr baba dada mile xm dila o pass korbo na  ei typer,math exam amr baba dada mile xm dila pass korbo na ei typer,0,0
sera dadapuro ager vibe palam last a,sera dadapuro ager vibe palam last,0,1
আহা টেনশনবিহীন জিবনপাওয়া আর যাবে না,আহা টেনশনবিহীন জিবনপাওয়া না,0,0
bong guy means banglar goru,bong guy mean banglar goru,2,0
গানটা যেন পুরোটাই আমি,গান পুরো,2,2
who cam here after listening to sapphire and now cannot forget these two masterpieces also if you havent heard hanumankind39s runitup you should  it hits  proud indian  ,cam listen sapphir cannot forget two masterpiec also havent heard hanumankind runitup hit proud indian,2,2
